price,area,city,bedrooms,bathrooms,location,property_type,url,built_in_year,parking,servant_quarters,store_rooms,kitchens,drawing_rooms
3.4 Crore,8 Marla,Islamabad,4,4,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_get_your_dream_house_in_bani_gala_bani_gala-53982731-340-1.html,,2.0,1.0,1.0,2.0,
2.75 Crore,8 Marla,Islamabad,6,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_8_marla_house_brand_new_beautiful_luxury_modern_designer_stylish_house_double_story-53991173-340-1.html,2025.0,2.0,1.0,,2.0,
2.5 Crore,7.5 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_7_5_marla_double_storey_brand_new_house_for_sale_in_bani_gala_islamabad-52578644-340-1.html,2026.0,1.0,1.0,1.0,2.0,
35 Lakh,1.6 Marla,Islamabad,1,1,"MPCHS - Block B Extension 1, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_b_extension_1_1_bed_commercial_for_sale-53888974-16519-1.html,2020.0,2.0,1.0,1.0,1.0,
2.85 Crore,6 Marla,Islamabad,4,5,"Soan Garden - Block H, Soan Garden",House,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_6_marla_owner_build_double_unit_house_40ft_road_prime_location_h_block-52134373-3498-1.html,2021.0,2.0,1.0,2.0,2.0,
2.45 Crore,7 Marla,Islamabad,2,2,"Jinnah Gardens Phase 1, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_7_marla_house_for_sale-53894618-1421-1.html,,,,,1.0,
3.75 Crore,7 Marla,Islamabad,7,7,"Jinnah Gardens Phase 1, Jinnah Gardens",House,https://www.zameen.com/Property/jinnah_gardens_jinnah_gardens_phase_1_a_brand_new_decent_and_elegant_owner_build_house_is_available_for_sale_in_jinnah_gardens-53532925-1421-1.html,,,,,3.0,
98 Lakh,5 Marla,Islamabad,2,2,"Zamar Valley, Kashmir Highway",House,https://www.zameen.com/Property/kashmir_highway_zamar_valley_brand_new_house_for_sale_in_sector_h-17_zamar_valley_islamabad-54184669-15465-1.html,,,,,,
5 Crore,8 Marla,Islamabad,5,6,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_30x60_beautiful_house_for_sale_in_g-13-54126393-330-1.html,2024.0,1.0,1.0,3.0,1.0,
3.15 Crore,4 Marla,Islamabad,4,4,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_25x40_beautiful_house_for_sale_in_g-13-54126392-330-1.html,2023.0,1.0,1.0,1.0,1.0,
3.68 Crore,4 Marla,Islamabad,4,5,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_25x40_beautifull_brand_new_house_for_sale_in_g-13-53846697-330-1.html,2023.0,1.0,1.0,2.0,2.0,
5.7 Crore,8 Marla,Islamabad,5,6,"G-13/2, G-13",House,https://www.zameen.com/Property/g_13_g-13_2_30x60_beautiful_house_for_sale_in_g-13-53973005-3338-1.html,2023.0,1.0,1.0,1.0,2.0,
10 Crore,14 Marla,Islamabad,6,6,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_40x80_beautiful_house_for_sale_in_g-13-53973171-330-1.html,2025.0,1.0,1.0,1.0,2.0,
7.5 Crore,10 Marla,Islamabad,5,6,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_35x70_beautiful_house_for_sale_in_g-13-54138680-330-1.html,2026.0,1.0,1.0,1.0,2.0,
4.35 Crore,4 Marla,Islamabad,4,5,"G-13, Islamabad",House,https://www.zameen.com/Property/islamabad_g-13_25x40_corner_with_extra_land_beautifull_house_for_sale_in_g-13-54138686-330-1.html,2026.0,1.0,1.0,1.0,2.0,
59 Lakh,3 Marla,Islamabad,2,2,"Marwa Town, Islamabad",House,https://www.zameen.com/Property/islamabad_marwa_town_new_3_marla_house_for_sale_final_60_lack_electricity_water-53233987-10078-1.html,2022.0,1.0,,,1.0,
9 Crore,1 Kanal,Islamabad,7,6,"PWD Housing Society - Block A, PWD Housing Scheme",House,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_a_brand_new_house_for_sale_near_to_islamabad_express_way-54141570-15004-1.html,,2.0,1.0,1.0,1.0,
7.4 Crore,1 Kanal,Islamabad,9,7,"Soan Garden - Block H, Soan Garden",House,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_1_kanal_house_for_sale_in_soan_garden_islamabad-54248946-3498-1.html,2025.0,4.0,2.0,2.0,2.0,
6.95 Crore,12 Marla,Islamabad,7,7,"PWD Housing Society - Block A, PWD Housing Scheme",House,https://www.zameen.com/Property/pwd_housing_scheme_pwd_housing_society_-_block_a_12_marla_double_storey_house_for_sale_in_pwd_islamabad-54248945-15004-1.html,2024.0,,1.0,1.0,,
7.75 Crore,1 Kanal,Islamabad,9,7,"National Police Foundation O-9 - Block A, National Police Foundation O-9",House,https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_a_1_kanal_luxury_house_for_sale_national_police_foundation_o-9_islamabad-54190827-16425-1.html,2025.0,6.0,1.0,1.0,5.0,
13.5 Crore,1 Kanal,Islamabad,8,6,"Park Enclave, Islamabad",House,https://www.zameen.com/Property/islamabad_park_enclave_1_kanal_3_floor_luxury_house_for_sale_in_park_enclave_islamabad-53897949-1706-1.html,,,,,,
7.55 Crore,1.1 Kanal,Islamabad,7,7,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_22_marla_house_is_available_for_sale_in_g-15_islamabad-54217651-764-1.html,,,1.0,,2.0,
10 Crore,10 Marla,Islamabad,4,4,"F-11, Islamabad",House,https://www.zameen.com/Property/islamabad_f-11_livable_house_is_available_for_sale_in_f-11_3-52081166-163-1.html,2010.0,2.0,1.0,1.0,2.0,
54 Lakh,3.1 Marla,Islamabad,2,2,"I-12/1, I-12",House,https://www.zameen.com/Property/i_12_i-12_1_e_type_8th_floor_open_face-54248849-13800-1.html,,,,,2.0,
3.2 Crore,5.1 Marla,Islamabad,5,5,"I-10/1, I-10",House,https://www.zameen.com/Property/i_10_i-10_1_brand_new_corner_house_double_storey_house_for_sale_ideal_location_i-10-54248449-3420-1.html,2025.0,2.0,1.0,1.0,2.0,
5.5 Crore,1 Kanal,Islamabad,4,6,"Soan Garden - Block F, Soan Garden",House,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_f_1-kanal_luxurious_residence_soan_garden_block-f_islamabad-54248373-3496-1.html,,,1.0,,,
25 Crore,1 Kanal,Islamabad,5,5,"F-8/4, F-8",House,https://www.zameen.com/Property/f_8_f-8_4_f-8_4_islamabad_livable_house_for_sale_size_500_sq_yard-54229776-3317-1.html,,3.0,,,2.0,
2.85 Crore,5 Marla,Islamabad,3,4,"Bahria Enclave - Sector H, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_h_5_marla_luxury_house_for_sale-54187941-11983-1.html,2026.0,1.0,1.0,,1.0,
4.8 Crore,9 Marla,Islamabad,5,6,"Bahria Enclave - Sector G, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_9_25_marla_luxury_house_for_sale-54192160-11984-1.html,2026.0,2.0,1.0,1.0,2.0,
4 Crore,5 Marla,Islamabad,6,6,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_corner_designer_5_marla_house_with_full_basement_for_sale_in_fmc-52984860-616-1.html,,1.0,1.0,1.0,1.0,
11.95 Crore,1 Kanal,Islamabad,6,6,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_luxury_house_for_sale_dha_phase_2-53740632-339-1.html,2026.0,3.0,1.0,1.0,2.0,
2.7 Crore,5.5 Marla,Islamabad,3,4,"Bahria Enclave - Sector B1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_5_5_marla_house_sector_b1-54055342-11972-1.html,2024.0,1.0,1.0,1.0,2.0,
3.25 Crore,6 Marla,Islamabad,5,5,"I-14, Islamabad",House,https://www.zameen.com/Property/islamabad_i-14_luxury_house_for_sale_in_i-14_ideal_location_demand_3_25_crore-54247953-1045-1.html,2025.0,1.0,1.0,,2.0,
1.7 Arab,2.5 Kanal,Islamabad,7,,"E-7, Islamabad",House,https://www.zameen.com/Property/islamabad_e-7_e-7_brand_new_house_for_sale-53607996-343-1.html,2023.0,5.0,3.0,2.0,2.0,
90 Crore,1.6 Kanal,Islamabad,6,,"E-7, Islamabad",House,https://www.zameen.com/Property/islamabad_e-7_e-7_brand_new_house_for_sale-53609768-343-1.html,2023.0,7.0,3.0,2.0,2.0,
23 Crore,1 Kanal,Islamabad,5,5,"F-8, Islamabad",House,https://www.zameen.com/Property/islamabad_f-8_stunning_500_square_yards_house_in_f-8_available-54167298-166-1.html,,,,,,
5.5 Crore,10.1 Marla,Islamabad,4,5,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_styles_short_corner_house_for_sale_in_multi_garden_b-17_islamabad-54188602-616-1.html,2026.0,3.0,1.0,1.0,2.0,
10.95 Crore,1 Kanal,Islamabad,5,6,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_designer_luxury_house_for_sale_dha_phase_2-54022910-339-1.html,2026.0,3.0,2.0,1.0,2.0,
11 Crore,14.2 Marla,Islamabad,5,5,"G-10/3, G-10",House,https://www.zameen.com/Property/g_10_g-10_3_reserve_a_centrally_located_house_in_g-10_3-54016095-3326-1.html,,,,,,
11.25 Crore,14.2 Marla,Islamabad,6,6,"G-9/1, G-9",House,https://www.zameen.com/Property/g_9_g-9_1_highly-coveted_3200_square_feet_house_is_available_in_g-9_1_for_sale-54181743-3384-1.html,,,,,,
5.5 Crore,8 Marla,Islamabad,4,4,"G-10/1, G-10",House,https://www.zameen.com/Property/g_10_g-10_1_ready_to_buy_a_house_3200_square_feet_in_islamabad-54181747-3324-1.html,,,2.0,3.0,2.0,
1.2 Crore,3 Marla,Islamabad,3,4,"I-14, Islamabad",House,https://www.zameen.com/Property/islamabad_i-14_your_dream_3_marla_house_is_available_in_opposite_i-14-54080274-1045-1.html,2026.0,1.0,1.0,1.0,2.0,
7.75 Crore,6.7 Marla,Islamabad,6,6,"G-9/3, G-9",House,https://www.zameen.com/Property/g_9_g-9_3_g9_3_brand_new_triple_storey_house_investor_price-54211274-3386-1.html,2025.0,2.0,1.0,2.0,2.0,
6.25 Crore,6.7 Marla,Islamabad,4,4,"G-9/4, G-9",House,https://www.zameen.com/Property/g_9_g-9_4_g9_4_30_50_new_renovated_pindi_face_double_story_house_for_sale_investor_price-54040701-3387-1.html,2020.0,2.0,1.0,2.0,2.0,
3.5 Crore,5 Marla,Islamabad,3,4,"DHA Defence Phase 5, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_5_extra_luxury_designer_brand_new_house_available_for_sale_with_all_basic_amenities_on_top_class_location_of_dha_phase_5_islamabad-53689760-10991-1.html,2025.0,1.0,1.0,1.0,2.0,
3.3 Crore,7 Marla,Islamabad,5,6,"Gulberg Residencia - Block L, Gulberg Residencia",House,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_l_gulberg_residencia_block_l_7_marla_brand_new_house-53833878-9122-1.html,2024.0,2.0,1.0,1.0,2.0,
23.75 Crore,17.8 Marla,Islamabad,5,5,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_f-6_prime_location_house_for_sale_reasonable_price-51391714-164-1.html,2010.0,5.0,2.0,1.0,1.0,
5.6 Crore,10 Marla,Islamabad,5,6,"Gulberg, Islamabad",House,https://www.zameen.com/Property/islamabad_gulberg_10_marla_boulevard_house_good_price-54092485-1682-1.html,2026.0,,,,,
28 Crore,17.8 Marla,Islamabad,5,5,"F-6, Islamabad",House,https://www.zameen.com/Property/islamabad_f-6_luxury_444_sq_yards_house_for_sale_rented_to_foreigner_high_rental_income-54220668-164-1.html,,,,,,
17 Crore,1 Kanal,Islamabad,9,4,"G-13/4, G-13",House,https://www.zameen.com/Property/g_13_g-13_4_house_of_1_kanal_is_available_in_contemporary_neighborhood_of_g-13-53958898-3340-1.html,,,,,,
10.15 Crore,14 Marla,Islamabad,6,6,"G-14/4, G-14",House,https://www.zameen.com/Property/g_14_g-14_4_brand_new_14_marla_house_in_g-14_4-54226416-3346-1.html,,,,,,
1.5 Crore,5 Marla,Islamabad,2,3,"H-13, Islamabad",House,https://www.zameen.com/Property/islamabad_h-13_5_marla_single_storey_house_for_sale_in_h_13_islamabad-54043323-1039-1.html,,,,,,
3.35 Crore,7 Marla,Islamabad,2,2,"Skypark One, Gulberg Greens",House,https://www.zameen.com/Property/gulberg_greens_skypark_one_sky_park_one_two_bed_furnished_available_for_sale-53118434-15266-1.html,2025.0,3.0,1.0,1.0,1.0,
3.25 Crore,7 Marla,Islamabad,2,2,"Skypark One, Gulberg Greens",House,https://www.zameen.com/Property/gulberg_greens_skypark_one_sky_park_one_two_bed_furnished_non_furnished_option_available-53118428-15266-1.html,2025.0,3.0,1.0,1.0,1.0,
2.4 Crore,5.6 Marla,Islamabad,4,4,"Pakistan Town - Phase 1, Pakistan Town",House,https://www.zameen.com/Property/pakistan_town_pakistan_town_-_phase_1_corner_used_5_marla_house_available_for_sale_in_pakistan_town_phase_1-54143891-14998-1.html,,,,,,
5.25 Crore,5 Marla,Islamabad,4,4,"G-10/4, G-10",House,https://www.zameen.com/Property/g_10_g-10_4_g-10_4_size_25x50_front_open_fully_renovated_4_bed_4_bath_2_drawing_2_tv_lounge_2_kitchen-54115567-3327-1.html,,,,,,
4.3 Crore,4 Marla,Islamabad,4,5,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_4_marla_brand_new_luxury_designer_house_for_sale_in_d12-54043742-160-1.html,,,,,,
10 Crore,14 Marla,Islamabad,5,5,"G-10/3, G-10",House,https://www.zameen.com/Property/g_10_g-10_3_house_for_sale_in_g-10_3-54098084-3326-1.html,,,,,,
6.5 Crore,10 Marla,Islamabad,7,6,"Bahria Enclave - Sector F1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_f1_10_marla_brand_new_triple_storey_house-54165583-11986-1.html,,,,,,
2.75 Crore,5 Marla,Islamabad,4,5,"Naval Anchorage - Block G, Naval Anchorage",House,https://www.zameen.com/Property/naval_anchorage_naval_anchorage_-_block_g_5_marla_brind_new_double_story_house_for_sale-54110261-9158-1.html,2026.0,2.0,1.0,1.0,2.0,
8.5 Crore,14 Marla,Islamabad,3,3,"D-12/1, D-12",House,https://www.zameen.com/Property/d_12_d-12_1_single_storey_house_available_for_sale_in_d12_1_on_investor_rate-54192523-3154-1.html,,,,,,
10 Crore,14.2 Marla,Islamabad,5,5,"G-9/3, G-9",House,https://www.zameen.com/Property/g_9_g-9_3_g9_3_top_location_pindi_face_double_story_house_for_sale-53815175-3386-1.html,2000.0,2.0,1.0,2.0,2.0,
37 Crore,1 Kanal,Islamabad,7,6,"F-10/2, F-10",House,https://www.zameen.com/Property/f_10_f-10_2_f-10_2_brand_new_triple_storey_house_for_sale-53956527-3277-1.html,2025.0,3.0,2.0,2.0,2.0,
22 Crore,1 Kanal,Islamabad,6,6,"F-10/2, F-10",House,https://www.zameen.com/Property/f_10_f-10_2_house_for_sale-54104921-3277-1.html,2015.0,10.0,,,2.0,
1.28 Crore,4.6 Marla,Islamabad,2,2,"I-11/1, I-11",House,https://www.zameen.com/Property/i_11_i-11_1_c_type_ist_floor_1035_sq_ft_for_sale_in_pha_i-11_1_islamabad-52246786-9878-1.html,2022.0,,2.0,2.0,1.0,
1.6 Crore,10.9 Marla,Islamabad,6,5,"E-16/1, E-16",House,https://www.zameen.com/Property/e_16_e-16_1_e16_rp_10_marla_structure_house_for_sale-54191703-3246-1.html,2025.0,,1.0,1.0,2.0,
8.5 Crore,9.3 Marla,Islamabad,5,6,"G-10/2, G-10",House,https://www.zameen.com/Property/g_10_g-10_2_prime_location_house_for_sale_in_sector_g-10_2_islamabad-54032131-3325-1.html,2023.0,,,,,
14 Crore,1 Kanal,Islamabad,10,6,"Park Enclave 1, Park Enclave",House,https://www.zameen.com/Property/park_enclave_park_enclave_1_1_kanal_house_brand_new_house_for_sale-50728811-17148-1.html,2024.0,3.0,3.0,1.0,3.0,
7.5 Crore,6 Marla,Islamabad,5,5,"G-9/4, G-9",House,https://www.zameen.com/Property/g_9_g-9_4_almost_brand_new_house-52109487-3387-1.html,2024.0,1.0,,,1.0,
4.35 Crore,4.4 Marla,Islamabad,4,6,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_25x40_brand_new_single_unit_house_for_sale-53474391-160-1.html,2025.0,1.0,,,1.0,
3.15 Crore,5 Marla,Islamabad,5,5,"B-17, Islamabad",House,https://www.zameen.com/Property/islamabad_b-17_designer_houses_for_sale_in_fmc_adjacent_to_c1_block_b17-52984837-616-1.html,2025.0,2.0,1.0,,1.0,
17 Crore,14.2 Marla,Islamabad,10,6,"G-9, Islamabad",House,https://www.zameen.com/Property/islamabad_g-9_40_80_cda_transfer_top_location_brand_new_triple_story_corner_house_available_in_g-9-54033825-171-1.html,,3.0,2.0,2.0,3.0,
2.85 Crore,5 Marla,Islamabad,1,1,"I-10/1, I-10",House,https://www.zameen.com/Property/i_10_i-10_1_short_corner_single_unit_house_available_for_sale-54165113-3420-1.html,,,,,,
2.75 Crore,8 Marla,Islamabad,4,5,"MPCHS - Block E, MPCHS - Multi Gardens",House,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_e_block_30x60_brand_new_grey_structure_house_for_sale-54187525-3120-1.html,2026.0,2.0,1.0,,2.0,
2.95 Crore,5 Marla,Islamabad,5,6,"I-14/3, I-14",House,https://www.zameen.com/Property/i_14_i-14_3_5_marla_designer_house_available_for_sale-53668882-8342-1.html,2026.0,,,,2.0,
5.3 Crore,10 Marla,Islamabad,4,4,"Bahria Enclave - Sector C2, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c2_10_marla_brand_new_house_for_sale-53718872-11988-1.html,,,,1.0,1.0,
12 Crore,14.2 Marla,Islamabad,7,7,"G-13/3, G-13",House,https://www.zameen.com/Property/g_13_g-13_3_356_square_yards_house_for_sale_in_g-13_3_islamabad_in_only_rs_12000000-54252922-3339-1.html,,,,1.0,2.0,
3.6 Crore,5 Marla,Islamabad,3,3,"DHA Phase 5 - Sector F, DHA Defence Phase 5",House,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_5_marla_newly_constructed_house_for_sale-53286054-8836-1.html,2023.0,2.0,,,2.0,
6.25 Crore,1.4 Kanal,Islamabad,4,5,"Emaar Canyon Views, Islamabad",House,https://www.zameen.com/Property/islamabad_emaar_canyon_views_28_marla_villa_for_sale-53538558-8370-1.html,2024.0,,1.0,1.0,2.0,
4.2 Crore,4.4 Marla,Islamabad,5,5,"G-13/1, G-13",House,https://www.zameen.com/Property/g_13_g-13_1_4_marla_brand_new_house_for_sale_in_g13_1_near_kashmir_highway_islamabad-54066144-3337-1.html,2026.0,1.0,1.0,1.0,2.0,
32 Crore,2 Kanal,Islamabad,6,6,"F-10/4, F-10",House,https://www.zameen.com/Property/f_10_f-10_4_f-10_4_house_for_sale-53694634-3279-1.html,1999.0,4.0,2.0,1.0,2.0,
1.1 Crore,5 Marla,Islamabad,2,3,"University Town - Block E, University Town",House,https://www.zameen.com/Property/university_town_university_town_-_block_e_university_town_block_e_5_marla_single_storey-54164144-3505-1.html,,,,,,
7 Crore,6.7 Marla,Islamabad,5,5,"G-9/4, G-9",House,https://www.zameen.com/Property/g_9_g-9_4_30_50_cda_transfer_top_location_brand_new_house_available_in_g-9_4_near_big_park_near_mosque_and_market-53815872-3387-1.html,2025.0,2.0,1.0,1.0,2.0,
4 Crore,8 Marla,Islamabad,4,5,"Bahria Enclave - Sector N, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_brand_new_house_for_sale-54174057-11975-1.html,,2.0,1.0,1.0,1.0,
10.5 Crore,14.2 Marla,Islamabad,5,5,"G-9, Islamabad",House,https://www.zameen.com/Property/islamabad_g-9_house_for_sale_prime_location_g9_1-54021584-171-1.html,2000.0,2.0,1.0,2.0,2.0,
4.25 Crore,4.4 Marla,Islamabad,3,3,"D-12, Islamabad",House,https://www.zameen.com/Property/islamabad_d-12_get_in_touch_now_to_buy_a_1000_square_feet_house_in_d-12-53930694-160-1.html,2014.0,,1.0,,,
3.25 Crore,4 Marla,Islamabad,2,1,"G-11/2, G-11",House,https://www.zameen.com/Property/g_11_g-11_2_g-11_2_25_40_single_storey_park_face_for_sale-54181868-3331-1.html,,,,1.0,1.0,
1.6 Crore,5 Marla,Islamabad,4,4,"E-18, Islamabad",House,https://www.zameen.com/Property/islamabad_e-18_e-18_health_enclave_islamabad_nicely_built_house_for_sale-53907819-332-1.html,,,,,,
70 Lakh,2 Marla,Islamabad,2,2,"Shams Colony, H-13",House,https://www.zameen.com/Property/h_13_shams_colony_house_for_sale-54247629-3403-1.html,2022.0,,,1.0,1.0,
14 Crore,1 Kanal,Islamabad,,,"E-11/3, E-11",House,https://www.zameen.com/Property/e_11_e-11_3_500_square_yards_house_in_e-11_3_best_option-43133019-3238-1.html,2023.0,2.0,1.0,1.0,2.0,
27 Crore,2 Kanal,Islamabad,6,6,"F-10, Islamabad",House,https://www.zameen.com/Property/islamabad_f-10_f-10_1_symbol_road_1022_square_yard_housed_beautiful_locations_urgently_sale-18813571-162-1.html,2008.0,5.0,3.0,2.0,2.0,
15.9 Crore,1 Kanal,Islamabad,8,6,"F-10/1, F-10",House,https://www.zameen.com/Property/f_10_f-10_1_house_for_sale_in_beautiful_f-10_1-52122724-3276-1.html,2018.0,2.0,1.0,1.0,2.0,
6.9 Crore,6 Marla,Islamabad,3,3,"G-10, Islamabad",House,https://www.zameen.com/Property/islamabad_g-10_newly_renovated_house_for_sale-54102893-167-1.html,2010.0,2.0,1.0,1.0,2.0,
15.5 Crore,1 Kanal,Islamabad,8,6,"Park Enclave 1, Park Enclave",House,https://www.zameen.com/Property/park_enclave_park_enclave_1_1_kanal_brand_new_luxury_house_available_for_sale_in_park_enclave_phase_1-54221777-17148-1.html,2026.0,,1.0,1.0,1.0,
3.8 Crore,10 Marla,Islamabad,5,6,"Top City 1, Islamabad",House,https://www.zameen.com/Property/islamabad_top_city_1_brand_new_designer_house_for_sale_and_heighted_area_near_park_mosque_market_school_walking_distance_near_the_metro_station_top_city_1_islamabad-52845874-1383-1.html,2025.0,1.0,1.0,2.0,2.0,
4.45 Crore,12 Marla,Islamabad,6,6,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_12_marla_house_is_available_for_sale_in_g-15_islamabad-54217420-764-1.html,,,,,,
3.6 Crore,7 Marla,Islamabad,5,7,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_7_marla_corner_house_is_available_for_sale_in_g-15_islamabad-54217460-764-1.html,,2.0,1.0,1.0,2.0,
5.65 Crore,12 Marla,Islamabad,6,7,"G-15, Islamabad",House,https://www.zameen.com/Property/islamabad_g-15_12_marla_house_is_available_for_sale_in_g-15_islamabad-54217737-764-1.html,2023.0,2.0,1.0,1.0,1.0,
4.6 Crore,6 Marla,Islamabad,5,6,"I-11/2, I-11",House,https://www.zameen.com/Property/i_11_i-11_2_6_marla_brand_new_luxury_house_for_sale_i-11_2_islamabad-54157541-9879-1.html,2026.0,1.0,1.0,1.0,1.0,
4.85 Crore,8 Marla,Islamabad,7,6,"DHA Defence Phase 1, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_three_storey_house_dha_phase_1_for_sale-45473906-376-1.html,2022.0,2.0,1.0,1.0,2.0,
2.25 Crore,4 Marla,Islamabad,2,2,"G-6/1, G-6",House,https://www.zameen.com/Property/g_6_g-6_1_2_bed_appartment_for_sale_in_g-6_islamabad_first_floor_new_abbpera_market-52896760-3361-1.html,,,,,1.0,
10 Crore,6.3 Marla,Islamabad,2,2,"Diplomatic Enclave, Islamabad",House,https://www.zameen.com/Property/islamabad_diplomatic_enclave_it_s_on_9th_floor_2_bed_d_rental_value_3000_us_dollers_non_furnished-54124924-429-1.html,,,,,,
5.5 Crore,10 Marla,Islamabad,5,6,"Bani Gala, Islamabad",House,https://www.zameen.com/Property/islamabad_bani_gala_10_marla_house_in_bani_gala_for_sale_at_good_location-54250843-340-1.html,2024.0,1.0,1.0,1.0,2.0,
5.5 Crore,6 Marla,Islamabad,4,4,"G-10, Islamabad",House,https://www.zameen.com/Property/islamabad_g-10_6_marla_double_storey_house_for_sale_in_islamabad-53826236-167-1.html,,,,,1.0,
6.8 Crore,14 Marla,Islamabad,6,6,"CBR Town Phase 1, CBR Town",House,https://www.zameen.com/Property/cbr_town_cbr_town_phase_1_14_marla_brand_new_ultra_modern_house_available_for_sale_in_cbr_town_block_c-54216106-3147-1.html,,,1.0,1.0,2.0,
6.2 Crore,1 Kanal,Islamabad,6,6,"Soan Garden, Islamabad",House,https://www.zameen.com/Property/islamabad_soan_garden_1_kanal_brand_new_modern_house_available_for_sale_in_soan_garden_block_f-54089869-338-1.html,,,1.0,,2.0,
4.25 Crore,4.3 Marla,Islamabad,2,3,"DHA Defence Phase 2, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_elegant_design_single_unit_owner_built_house_near_express_way_for_sale_in_dha_2_islamabad-53402068-339-1.html,2022.0,1.0,1.0,1.0,1.0,
3.5 Crore,5 Marla,Islamabad,4,4,"Park View City, Islamabad",House,https://www.zameen.com/Property/islamabad_park_view_city_5_marla_corner_house_in_parkview_city_h_block-54214346-10933-1.html,,,,,,
1.6 Crore,8 Marla,Islamabad,3,3,"DHA Valley, DHA Defence",House,https://www.zameen.com/Property/dha_defence_dha_valley_8_marla_brand_new_corner_house_dha_homes_block_a_dha_valley-53787585-1333-1.html,2001.0,,1.0,1.0,1.0,
1.75 Crore,8 Marla,Islamabad,3,3,"Lilly Sector - DHA Homes, DHA Valley - Lilly Sector",House,https://www.zameen.com/Property/dha_valley_lilly_sector_lilly_sector_-_dha_homes_8_marla_modern_double_storey_house_3_bed_dha_homes_dha_valley_islamabad-53834576-16826-1.html,2023.0,2.0,1.0,1.0,1.0,
3.15 Crore,8 Marla,Islamabad,4,6,"Jinnah Gardens, FECHS",House,https://www.zameen.com/Property/fechs_jinnah_gardens_house_for_sale_in_jinnah_garden_cda_approved_best_location_best_rental_value-54060724-1420-1.html,2018.0,2.0,1.0,1.0,2.0,
18.5 Crore,5 Kanal,Islamabad,8,7,"Gulberg Greens - Block D, Gulberg Greens",House,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_d_d_block_5_kanal_structure_prime_location_for_sale_gulberg_green_islamabad_in_d_block-54216741-8316-1.html,,,,,,
5.85 Crore,10 Marla,Islamabad,5,6,"Bahria Enclave - Sector C1, Bahria Enclave",House,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_brand_new_aplus_constructed_house_available_for_sale_dead_end_street-53846252-11987-1.html,2025.0,2.0,1.0,1.0,1.0,
7 Crore,6.7 Marla,Islamabad,5,6,"G-10, Islamabad",House,https://www.zameen.com/Property/islamabad_g-10_prime_location_1500_square_feet_house_in_g-10_for_sale_at_good_location-53268797-167-1.html,2025.0,1.0,1.0,,2.0,
